ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-aec0000e,Email issue - cup,Help lead garden institution skill return evidence.,Email,Spam,Resolved,High,Anna,Matthew,2025-09-29T21:58:54.931848
TCK-9858ce78,Access issue - over,Ready purpose level few attack economy happen these near window history including back.,Access,Password,Open,Medium,Kristin,Melissa,2025-09-18T21:58:54.931848
TCK-187a0725,Access issue - PM,West positive evening miss open join visit official check this evening less industry answer natural model.,Access,Account Lock,Closed,Medium,Paul,David,2025-10-16T21:58:54.931848
TCK-b4f786b0,Access issue - single,Foreign wrong learn fight it person sister.,Access,2FA,In Progress,Medium,Susan,Sergio,2025-09-20T21:58:54.932348
TCK-5bb5d988,Email issue - effect,Safe choose miss fund new station fish new reality hour we future.,Email,Outlook,Closed,Medium,Margaret,William,2025-10-16T21:58:54.932348
TCK-d9af2228,Access issue - yet,Western population friend sort everybody where same others decision bill half knowledge.,Access,2FA,In Progress,Low,Wendy,Katherine,2025-09-27T21:58:54.932348
TCK-c9a5410f,Email issue - that,Chair fish father next know peace discover follow hope relate take change.,Email,Quota,In Progress,High,John,Edward,2025-10-07T21:58:54.932348
TCK-87b75376,Access issue - tonight,However cold tree leave region other wrong want seat down raise tax.,Access,Permissions,Closed,High,Samantha,Crystal,2025-09-19T21:58:54.932847
TCK-a0fd4fa0,Hardware issue - break,Short Republican there involve pay deep receive difference form hour.,Hardware,Keyboard,In Progress,Medium,Angela,Paul,2025-10-05T21:58:54.932847
TCK-73822ccd,Email issue - citizen,Painting live country eye his summer career site.,Email,Quota,In Progress,High,Tiffany,Brianna,2025-10-13T21:58:54.932847
TCK-1a1106d3,Software issue - foreign,Strategy sometimes while arrive nice treat prepare school door mouth response measure.,Software,OS,Open,Critical,Edward,Matthew,2025-09-21T21:58:54.933348
TCK-e449590f,Access issue - clear,School keep college onto real find skin four paper sport everybody.,Access,Password,Open,Low,Megan,Katherine,2025-10-12T21:58:54.933348
TCK-1b6fb8ce,Access issue - instead,Season form sometimes green think Mr point bar rate college bar factor huge.,Access,2FA,Resolved,Low,Dylan,John,2025-09-23T21:58:54.933348
TCK-d551b0f5,Email issue - bad,Wait capital shoulder onto western increase nearly read which bed organization produce those fly smile.,Email,Spam,Closed,Low,Ralph,Christian,2025-09-23T21:58:54.933848
TCK-871673fc,Access issue - investment,Carry high cell moment company economy yet few meeting compare page have thousand director drive.,Access,Password,In Progress,Critical,Marie,Kimberly,2025-10-09T21:58:54.933848
TCK-1c203b83,Email issue - beautiful,Capital at page he idea central should expert.,Email,Outlook,In Progress,Critical,Timothy,Adrian,2025-09-21T21:58:54.933848
TCK-2f29bc04,Software issue - live,Late cultural newspaper economy court sit also enjoy someone seven by.,Software,Update,Resolved,Critical,Leslie,Deborah,2025-09-30T21:58:54.934348
TCK-06f2af7f,Email issue - really,Report agreement sound statement since amount southern her draw stay their politics.,Email,Quota,Closed,Critical,Dave,Colleen,2025-09-26T21:58:54.934348
TCK-1b797900,Hardware issue - chance,Body enter and that rule special two admit.,Hardware,Monitor,Open,High,Jesse,Edward,2025-09-22T21:58:54.934348
TCK-52d2dd4d,Access issue - stage,Hit behavior have hand measure through administration catch enter audience.,Access,Account Lock,In Progress,High,Connie,Anna,2025-09-24T21:58:54.934848
TCK-83f3438a,Network issue - herself,Situation eye brother particular future build series education become all.,Network,Router,Open,Critical,Phyllis,William,2025-10-12T21:58:54.934848
TCK-693439bc,Email issue - everyone,Artist toward investment receive entire series media building peace call memory week might sometimes myself lose.,Email,Spam,In Progress,Low,Toni,Gina,2025-10-10T21:58:54.934848
TCK-c1fe580d,Network issue - maintain,Any similar tree true article present into reflect so far cup firm commercial under real.,Network,WiFi,Open,High,Joy,Andrew,2025-09-18T21:58:54.935348
TCK-6d9c1680,Software issue - different,Eat less place floor now nature experience check according bank year.,Software,Application,In Progress,High,Matthew,Jonathon,2025-10-01T21:58:54.935348
TCK-5b0e06e1,Software issue - fight,Church pretty as official different best face ground conference over human beyond.,Software,Patch,Resolved,Medium,Donna,Michael,2025-10-04T21:58:54.935348
TCK-fa53a94c,Software issue - responsibility,General help situation cause ready approach need cover water between.,Software,Patch,Resolved,High,Ashley,Alexis,2025-09-18T21:58:54.935848
TCK-47f0b80d,Network issue - able,Sound specific prove four view often guess standard term general include six.,Network,VPN,In Progress,Critical,Ronald,Stephanie,2025-10-05T21:58:54.935848
TCK-11e24d42,Hardware issue - bit,Community eye shoulder social sell myself identify about.,Hardware,Monitor,Resolved,High,James,Marvin,2025-09-18T21:58:54.935848
TCK-e5560628,Access issue - crime,Place necessary among age though reveal push manager must management debate difficult nothing military.,Access,Password,Resolved,High,Erica,Joseph,2025-09-30T21:58:54.936347
TCK-e17cc9ab,Hardware issue - detail,Leave treat dog animal when the practice collection action beautiful red ten two kind site.,Hardware,Keyboard,Open,Critical,Karen,Brandon,2025-10-11T21:58:54.936347
TCK-be3aae0b,Hardware issue - here,Want little not leader join seven lay before various government management hit together consider.,Hardware,Keyboard,In Progress,Medium,Daniel,Heather,2025-09-22T21:58:54.936347
TCK-fa820723,Software issue - least,Get through care seven speak speak drive shake including different person project attorney.,Software,Application,Resolved,Critical,Brandon,Shelby,2025-09-23T21:58:54.936847
TCK-c7caa4aa,Hardware issue - spring,Position represent trial truth look a college.,Hardware,Printer,Open,Medium,Michele,Adam,2025-10-16T21:58:54.936847
TCK-cbce7d82,Software issue - point,His already audience executive activity fast not north finish key heavy organization write.,Software,Application,Open,Low,Matthew,Lisa,2025-09-21T21:58:54.936847
TCK-1ea9cbfa,Email issue - try,Option green write yet tend up theory thousand newspaper.,Email,Quota,In Progress,Critical,Christopher,Debbie,2025-09-21T21:58:54.937348
TCK-e841914b,Hardware issue - become,Speak that region reach friend action open with peace single born yard moment oil.,Hardware,Printer,Closed,Medium,Jennifer,William,2025-09-22T21:58:54.937348
TCK-8ef6bb83,Network issue - follow,Maybe success key include political him side whom reason purpose take heart matter director.,Network,LAN,Open,High,Jamie,Jessica,2025-10-07T21:58:54.937348
TCK-07bc6f0a,Hardware issue - option,International phone car relate ahead blue in hot win same seek recognize how.,Hardware,Laptop,Open,High,Mario,Brittany,2025-10-09T21:58:54.937848
TCK-6de5b32a,Network issue - college,Require himself begin star national traditional door nice force the.,Network,VPN,Open,Low,Michael,Terrence,2025-09-24T21:58:54.937848
TCK-7cfc0f50,Email issue - relate,Build sound easy specific live form allow safe dark.,Email,Spam,Closed,Medium,Jeffrey,Lisa,2025-10-07T21:58:54.937848
TCK-14b8d0e1,Email issue - base,Tend phone away whose fly serve nature and.,Email,Quota,Closed,High,John,Mark,2025-09-18T21:58:54.938348
TCK-1272a9c6,Access issue - will,Message majority type poor pretty teach manager idea ten will something movement return commercial available.,Access,Permissions,In Progress,High,Alison,Brandon,2025-09-19T21:58:54.938348
TCK-6056adfe,Software issue - office,Possible where region democratic surface during modern finally product station.,Software,OS,Open,Low,Valerie,Lindsey,2025-10-06T21:58:54.938348
TCK-744a1e1d,Access issue - doctor,Will amount apply without draw action why past because religious rise save reality father operation up.,Access,Password,In Progress,Low,Charlene,Lauren,2025-10-13T21:58:54.938847
TCK-9ea57eaf,Hardware issue - on,Yard school break future hold knowledge data meeting.,Hardware,Monitor,Resolved,Medium,Mike,Michael,2025-10-05T21:58:54.938847
TCK-a8b9d894,Email issue - discussion,Talk foot court story house theory alone today walk civil he you.,Email,Spam,Open,High,Susan,Mark,2025-10-01T21:58:54.938847
TCK-5ac441c6,Email issue - main,Data mission young know country bed crime water only very.,Email,Quota,Open,Medium,Suzanne,Chase,2025-09-22T21:58:54.939348
TCK-a0cf72c6,Network issue - down,Manager where involve admit realize young much approach easy must.,Network,LAN,Resolved,Low,Laurie,Rebecca,2025-10-04T21:58:54.939348
TCK-eefe30e9,Software issue - throughout,Key training painting anything report another rise public kid value however center.,Software,Update,In Progress,High,Jessica,Becky,2025-09-18T21:58:54.939348
TCK-f831edeb,Network issue - college,Future democratic act first threat information brother morning never or talk from why.,Network,WiFi,In Progress,Critical,Taylor,Brooke,2025-09-27T21:58:54.939848
TCK-85f2a9ce,Software issue - until,During second quality somebody letter bar nice subject today month prepare.,Software,Patch,Resolved,Medium,David,Peter,2025-10-15T21:58:54.939848
TCK-70768f76,Hardware issue - group,Artist site seek mother when range family than trouble radio.,Hardware,Laptop,Closed,Low,Jennifer,Joseph,2025-10-01T21:58:54.939848
TCK-bce4246e,Email issue - away,Wide low responsibility protect threat create become senior mention town tough.,Email,Spam,Resolved,Low,David,Sarah,2025-09-29T21:58:54.940347
TCK-1c899544,Email issue - along,Left your trouble less low matter pretty food happy benefit traditional grow close site wonder season.,Email,Delivery,In Progress,High,Robert,Ebony,2025-10-06T21:58:54.940347
TCK-59ee19a6,Software issue - pressure,Western final something guy reduce challenge in knowledge explain protect picture stand.,Software,Update,In Progress,Medium,Marcus,Lauren,2025-10-09T21:58:54.940347
TCK-d9043185,Email issue - course,Focus treat law easy record discover evening newspaper growth meet administration term different however.,Email,Outlook,Open,High,Henry,Joel,2025-09-16T21:58:54.940848
TCK-a71ea016,Hardware issue - accept,Away my know central character raise test better culture wind close interview type perhaps rich.,Hardware,Printer,In Progress,High,Jorge,Christopher,2025-09-21T21:58:54.940848
TCK-7ce740e7,Software issue - light,Bar final same pay same west be remain recognize.,Software,Application,Closed,Low,Curtis,Gary,2025-09-29T21:58:54.940848
TCK-e47b8e17,Network issue - itself,Class than art long rate figure cell marriage start.,Network,LAN,Resolved,Critical,Bryce,Raven,2025-10-03T21:58:54.941348
TCK-0b7574b8,Software issue - speech,Rich stock chance chair plan agency research seat such.,Software,Application,Open,Medium,Daniel,Karen,2025-09-17T21:58:54.941348
TCK-2719fde1,Network issue - enjoy,Discussion first item resource able hot challenge hard our show eight suffer southern organization.,Network,WiFi,Open,Medium,Joshua,John,2025-10-08T21:58:54.941348
TCK-1167a4f1,Email issue - direction,Long main of it yes economy degree including its series minute relationship.,Email,Delivery,Open,Medium,Frank,Rebekah,2025-09-17T21:58:54.941848
TCK-9feba9ab,Software issue - movement,It less poor probably response cold recently trade sort college office bag.,Software,Update,Closed,High,Tracy,Kendra,2025-09-30T21:58:54.941848
TCK-ca567551,Email issue - another,Contain fund peace true against increase air notice government others bed affect.,Email,Outlook,Closed,Low,Susan,Molly,2025-09-19T21:58:54.941848
TCK-d8c4e76f,Access issue - city,Position hour bag soldier back window step.,Access,Account Lock,Resolved,Low,Megan,Carol,2025-10-08T21:58:54.942348
TCK-7e8b4f07,Email issue - safe,About treatment health foot all well building example.,Email,Quota,Closed,Medium,Jennifer,Joan,2025-10-14T21:58:54.942348
TCK-710a9ebc,Access issue - consider,Term home pretty operation new study level radio military position plant tonight.,Access,Password,Resolved,High,John,Richard,2025-10-11T21:58:54.942348
TCK-50ae55a7,Software issue - discussion,Realize score health save full itself explain very everything rule prepare per coach way.,Software,Application,Closed,Medium,Meagan,Sabrina,2025-10-11T21:58:54.942848
TCK-0bfff1bd,Network issue - game,Church power my girl practice product grow.,Network,Router,Open,High,Robert,Donna,2025-09-25T21:58:54.942848
TCK-4b8483bf,Network issue - on,Program company art throw show Republican part wide little fact bag.,Network,Router,Closed,Critical,Jessica,George,2025-10-16T21:58:54.942848
TCK-39fd4ad6,Access issue - imagine,Gas wish town send that usually energy article consider their he.,Access,Password,Open,High,Vickie,Roberto,2025-09-21T21:58:54.943349
TCK-e5746a30,Email issue - nice,Environmental news stay education land agency third win artist finally pressure save finish our wall capital.,Email,Spam,Open,High,Traci,Todd,2025-09-30T21:58:54.943349
TCK-4ff9cf4a,Hardware issue - happy,Sport gun strategy believe when range agency seven again art behavior.,Hardware,Keyboard,Open,High,Lisa,Gary,2025-10-11T21:58:54.943349
TCK-94f48c81,Email issue - more,Hear these under out behind room describe economy first religious.,Email,Delivery,Closed,Medium,Evelyn,Michael,2025-10-15T21:58:54.943849
TCK-0eacb904,Email issue - religious,Certainly air like building wind hand rule executive what friend must after.,Email,Outlook,Resolved,High,Kelsey,Kim,2025-10-04T21:58:54.943849
TCK-d3541e93,Network issue - Mrs,Century among improve ago yeah room everyone condition board choice.,Network,VPN,Resolved,High,Jennifer,Joseph,2025-10-15T21:58:54.943849
TCK-94e3c8fa,Hardware issue - occur,Majority read scientist rock including heart now film.,Hardware,Keyboard,Closed,Critical,John,Jeffrey,2025-09-18T21:58:54.944347
